Token	UniLemma	AoA	AdjustedDiversity	Diversity	LogFreq	LexicalClass	NChars	Concreteness	MLU
nuevo	new	28.9853574766916	51.1427272238947	151	-2.75033410087704	adjectives	5	2.81	8.05128205128205
ojitos	look at me	19.7332924371264	9.02087549940136	52	-3.88816710269843	other	6	2.96	6.16
ojos	eye	19.128171052876	25.5866008283393	203	-1.96537937106397	nouns	4	4.9	7.78362573099415
ombligo	belly button	24.5735608268719	-3.82345169339816	27	-4.33445420532685	nouns	7	4.8	4
oreja	ear	21.8798790212631	0.700838967449485	87	-2.94815984420696	nouns	5	5	5.59375
oscuro	dark	31.05724303283	17.3617657002108	69	-3.64130702476691	adjectives	6	4.29	7.6875
osito	teddybear	21.8135907423725	2.83889182856166	157	-2.15828303718846	nouns	5	4.16755555555556	6.24113475177305
oso	bear	21.1657289836716	-35.5041612955805	206	-1.53869842380553	nouns	3	4.88	5.50763358778626
otro	again	24.2184104150723	25.9516251602306	1163	0.761976448932392	function_words	4	2	7.05774378585086
padrino	godfather	31.3625318007694	-3.87501590725284	0	-7.10704292756663	other	7	4.14	7.25207922989424
pájaro	bird	22.0617413715345	-27.5621230957328	125	-2.17256899443594	nouns	6	5	5.09352517985612
paleta	lollipop	19.553416781431	-3.3721032746329	15	-5.0276013858868	nouns	6	4.96	4.5
pan	bread	12.3694903527986	-126.395026366864	304	-0.721848528568906	nouns	3	4.92	8.83136593591906
pañal	diaper	18.5375830113581	20.8102733554987	99	-3.08169123683148	nouns	5	4.82	7.32142857142857
pantalón	pants	22.2635727251893	18.7008389674495	105	-2.94815984420696	nouns	8	4.86	6.9375
panza	tummy	20.3138873640395	0.130200108485745	25	-4.62213627777863	nouns	5	4.68	6.5
papel	paper	21.0687305235356	32.8388918285617	187	-2.15828303718846	nouns	5	4.93	6.94326241134752
parar	stop	27.519330012553	23.1677419956017	76	-3.61053536610015	verbs	5	3.68	7.66666666666667
pastel	cake	22.0013652145656	-23.0611398025907	180	-1.77916675877705	nouns	6	4.81	6.32038834951456
pato	duck	20.4883605318696	-37.6328385702829	164	-1.78892293372242	nouns	4	4.86	5.05882352941176
pegar	hit	24.7001374720427	26.087587620311	125	-2.76323750571295	verbs	5	4.11	7.96103896103896
peinar	comb (action)	24.0092990474161	12.0047295139199	60	-3.73974709758016	verbs	6	5	8.24137931034483
peine	comb (object)	22.6016525552965	-4.18714535677564	59	-3.36937330928326	nouns	5	5	5.88095238095238
pelo	hair	19.7759077363254	39.6490026262481	291	-1.48302542137929	nouns	4	4.97	8.6101083032491
pelota	ball	16.3625209734328	-93.8823453861966	335	-0.726920390666867	nouns	6	5	5.40677966101695
pene	penis	28.4656664965172	-3.87501590725284	0	-7.10704292756663	nouns	4	5	7.25207922989424
perro	dog	15.5430947710197	-63.0160014553655	437	-0.504455035377295	nouns	5	4.85	6.40162822252374
persona	person	33.1296403904549	52.0512404964322	163	-2.60723325723637	other	7	4.72	9.86666666666667
pesado	heavy	28.6830402343115	4.29527663651839	26	-4.80445783457259	adjectives	6	3.37	5.7
pescado	fish (animal)	25.2963465286665	5.84534962419244	83	-3.09970974233416	nouns	7	5	5
piedra	rock (object)	24.4353504376579	12.9319315198148	75	-3.39347086086232	nouns	6	4.91	7.36585365853659
piernas	leg	24.3603277619506	18.9591064649488	129	-2.61840655783449	nouns	7	4.83	6.24719101123596
pies	foot	19.5894180920448	14.2746822471008	181	-2.05079712221832	nouns	4	4.9	7.36305732484076
pijama	pajamas	26.8182935848057	23.4054304336021	91	-3.27840153107754	nouns	6	4.73	8.69565217391304
pingüino	penguin	32.7985444725184	2.96426639603265	38	-4.16260394840019	nouns	8	5	6.52631578947368
pintar	paint (action)	26.0197021272744	-33.0024432500173	309	-1.05025891433801	verbs	6	4.79	6.54098360655738
pío	tweet tweet	19.4557125150657	-49.281182400722	33	-3.01269836534453	other	3	3.52	4.16666666666667
pipí	honk honk	14.0603804761292	2.93091600436469	78	-3.13675101401451	other	4	4.52	7.94339622641509
planta	plant	26.9201803218383	2.78018617644958	82	-3.06399165973208	nouns	6	4.76	6.82456140350877
plátano	banana	20.9434147552703	-41.3869186808401	133	-1.98904911514988	nouns	7	5	4.65269461077844
plato	plate	20.7332394290893	7.96294390284442	223	-1.69987115610651	nouns	5	4.77	7.08968609865471
playera	t-shirt	27.6511987554212	-3.87501590725284	0	-7.10704292756663	nouns	7	4.93	7.25207922989424
poder	can (auxiliary)	28.9095314861905	53.9875377536756	151	-2.78955481403032	verbs	5	4.55	10.2133333333333
policía	police	28.529046095678	13.4973354662776	80	-3.30038043779631	other	7	4.79	7.24444444444444
pollito	chick	21.758937263566	-1.34399548637012	148	-2.2017681491282	nouns	7	4.93	6.57777777777778
pollo	chicken (food)	19.8473907194831	-10.1029890320166	162	-2.00717649974243	nouns	5	4.8	5.1280487804878
prender	turn on	29.1765017006259	-3.87501590725284	0	-7.10704292756663	verbs	7	3.44	7.25207922989424
puerco	pig	27.6833657912891	-4.82188189713741	4	-6.00843063889852	nouns	6	5	3
puerta	door	21.6465887287822	-61.6419031343503	411	-0.586421800007936	nouns	6	4.81	7.61708394698085
querer	wanna	26.0246801741976	8.98164113834224	83	-3.1557992089852	verbs	6	4.16755555555556	7.01923076923077
quesadilla	quesadilla	27.7935175207852	-3.87501590725284	0	-7.10704292756663	nouns	10	4.92	7.25207922989424
queso	cheese	22.4498749846059	-36.1207834900193	210	-1.51233154796479	nouns	5	4.7	6.37546468401487
quiquiriquí	cockadoodledoo	28.0799631845594	-6.51228211112482	0	-6.41389574700669	other	11	4.16755555555556	1
radio	radio	25.808536658891	20.4834969616795	78	-3.49612501492241	nouns	5	4.74	10.2972972972973
rana	frog	26.452141612299	-14.1667317468118	164	-1.95954845075318	nouns	4	5	5.25581395348837
ratón	mouse	23.9987323730425	4.35491709580273	148	-2.25501266364701	nouns	5	4.83	7.1796875
recámara	bedroom	29.572930147558	-3.87501590725284	0	-7.10704292756663	nouns	8	4.9	7.25207922989424
refrigerador	refrigerator	27.1013467903419	4.12498409274716	8	-7.10704292756663	nouns	12	5	11
regadera	shower	27.9962721385904	-1.74764262810866	36	-4.06252048984321	nouns	8	4.89	6.28571428571429
reloj	watch (object)	24.7639076119178	-3.50474106573199	131	-2.34486899276888	nouns	5	4.61	6.11965811965812
resbaladilla	slide (object)	27.4760558430367	-11.2517240977993	33	-3.84894638954515	nouns	12	4.48	5
rodilla	knee	26.1404823890493	3.25235737189134	41	-4.06252048984321	nouns	7	5	6.85714285714286
rojo	red	27.9231483811776	-45.3097746260485	314	-0.980173743452447	adjectives	4	4.24	5.70087336244541
romper	break	25.9897891933138	-18.9190903063562	140	-2.1166103407879	verbs	6	3.71	7.53741496598639
ropero	closet	29.0988999939758	-3.87501590725284	0	-7.10704292756663	nouns	6	4.83	7.25207922989424
roto	broken	27.5518955944283	-135.508686190754	211	-1.03169689647795	adjectives	4	4.11	5.87816091954023
sacar	take out	28.2220143080279	61.8170703825394	300	-1.55796684267141	verbs	5	3.06	8.21789883268482
sala	living room	26.1262482649153	18.9642663960326	54	-4.16260394840019	nouns	4	3.04	13.0526315789474
salchicha	hot dog	24.0469716466458	12.9218036216693	52	-4.01600047420832	nouns	9	4.31	5.72727272727273
salud	bless you	22.9250951082105	-22.0781963783307	17	-4.01600047420832	other	5	2.68	3.31818181818182
se	self	32.3235205504025	122.487903189489	3132	2.74336025387704	function_words	2	3.1	7.44400506168934
señor	man	25.0671784502378	16.0861038197606	450	-0.710113272350485	other	5	4.79	6.91666666666667
señora	woman	26.6693322394362	11.2227917298737	258	-1.50862096856826	other	6	4.46	6.73333333333333
sentar	sit	24.5958930320684	10.4526944724824	167	-2.13722962799063	verbs	6	4.8	7.38194444444444
shhh	shh	9.86182337595533	-1.51228211112482	5	-6.41389574700669	other	4	4.16755555555556	5.5
shorts	shorts	28.2709610345468	-3.87501590725284	0	-7.10704292756663	nouns	6	4.82	7.25207922989424
silla	chair	19.5321696765013	-19.5459777567172	337	-0.991150802083598	nouns	5	4.58	6.38189845474614
soda	soda	20.1512422635785	1.12498409274716	5	-7.10704292756663	nouns	4	4.97	15
sofá	couch	33.8714532230425	19.1671031255646	90	-3.215222629456	nouns	4	4.71	7.22448979591837
sol	sun	21.1849149116014	-33.8206055211296	243	-1.34814115368935	nouns	3	4.83	6.32807570977918
sombrero	hat	27.8345396149131	17.8525642841492	202	-1.91408607667642	nouns	8	4.88	6.70555555555556
sopa	soup	16.5727473297334	19.6375564425609	173	-2.16540050495733	nouns	4	4.72	6.26428571428571
soplar	blow	27.3751180410407	-2.90039883181099	69	-3.19501992213849	verbs	6	3.74	7.12
su	his	31.2201263944828	216.430288224964	1053	0.269465198759588	function_words	2	3.14	8.55632040050063
suave	soft	36.1024713789401	-17.434328404191	33	-3.67305572308149	adjectives	5	3.88	3.64516129032258
subir	climb	24.5034643927479	-1.80440940011854	229	-1.60171139163427	verbs	5	4.11	6.75609756097561
sucio	dirty	25.067231832134	2.90149501254086	98	-2.81658348641824	adjectives	5	4.23	6.98630136986301
suéter	sweater	23.8344620753563	2.17811810286259	11	-6.00843063889852	nouns	6	4.78	5.33333333333333
tambor	drum	29.3964167038986	21.488429597295	67	-3.8112060615623	nouns	6	4.96	6.7037037037037
taza	cup	23.3002843006887	8.08758762031097	107	-2.76323750571295	nouns	4	5	5.66233766233766
techo	roof	29.0030201910123	14.8128546432244	78	-3.36937330928326	nouns	5	4.79	8.57142857142857
teléfono	telephone	21.7819531662928	29.1590217594915	192	-2.08316240672036	nouns	8	4.96	6.71710526315789
televisión	tv	20.9836227725649	-63.3738298802669	162	-1.63477225389516	nouns	10	5	8.73109243697479
tenedor	fork	27.0871573667678	-2.24501808892077	78	-3.04659991702021	nouns	7	4.9	5.22413793103448
tener	have	29.9764989979921	171.952048894407	422	-1.49027182990006	verbs	5	2.18	10.5381818181818
tengo	have hands	32.0189170683985	153.887440150995	768	-0.201289651255168	other	5	2.18	8.2685370741483
tía	aunt	18.0226119279596	22.5345474012946	281	-1.44408244743069	other	3	4.17	7.20138888888889
tigre	tiger	29.2597445874856	-2.96416019798708	95	-2.7763095872803	nouns	5	5	5.73684210526316
tijeras	scissors	25.7786461596129	-4.90039883181099	67	-3.19501992213849	nouns	7	4.85	7.16
tina	bathtub	24.2761215328908	0.0589576974376929	11	-5.72074856644674	nouns	4	4.92	6
tío	uncle	19.5414308197299	-121.412392916833	239	-0.975816438083491	other	3	4.24	7.16739130434783
tirar	throw	24.7222277582492	16.399941101638	213	-1.82383919882864	verbs	5	4.04	7.47715736040609
toalla	towel	24.9842932670371	7.48842959729504	53	-3.8112060615623	nouns	6	4.86	6.74074074074074
tocar	touch	27.8799248416066	18.8842870455797	144	-2.44360383345456	verbs	5	3.86	7.0188679245283
tortilla	tortilla	20.952509041923	21.5957522232513	87	-3.32285329364837	nouns	8	4.89	7.95454545454545
tortillitas	pattycake	25.7882560419801	-0.512282111124822	6	-6.41389574700669	other	11	4.16755555555556	6.5
tortuga	turtle	27.3974477240654	3.24244160636628	124	-2.49192241072537	nouns	7	5	6.13861386138614
tractor	tractor	35.3131229312613	-0.816970578687943	132	-2.36211079920338	nouns	7	5	5.36521739130435
trapo	cloth	27.0563502432415	12.1302001084857	37	-4.62213627777863	nouns	5	4.9	8
tren	train	21.5184723777543	-1.19663127251729	218	-1.67332092401239	nouns	4	4.79	6.29694323144105
triste	sad	30.9411746098133	-11.6587607367196	165	-1.97124449051637	adjectives	6	3.07	8.21176470588235
tú	you	21.6554440445959	114.277475510081	2050	1.7217441563477	function_words	2	4.11	6.98081429408319
tutú	choo choo	26.8077745596495	-3.87501590725284	0	-7.10704292756663	other	4	4.16755555555556	1
tuya	your	24.7562973818218	-1.65876073671961	175	-1.97124449051637	function_words	4	2.37	6.28235294117647
uno	one two three	19.7245644397628	61.5266441613325	817	0.111866780052428	other	3	3.97	7.01684981684982
uvas	grapes	23.747785357325	-27.9513843076511	138	-2.05718692031709	nouns	4	4.16755555555556	6.34615384615385
vaca	cow	21.6260095409125	-88.2916970866712	465	-0.355941458629871	nouns	4	4.96	6.6187134502924
vacío	empty	35.9112009811733	7.13020010848575	32	-4.62213627777863	adjectives	5	3.43	6.91666666666667
vagina	vagina	36.2470511679545	-3.87501590725284	0	-7.10704292756663	nouns	6	4.82	7.25207922989424
vasos	glass	21.4881882524457	4.13020010848575	29	-4.62213627777863	nouns	5	4.82	5.66666666666667
vela	candle	27.9666883454265	10.7549819110792	91	-3.04659991702021	nouns	4	4.86	6.39655172413793
venado	deer	33.5706299960287	-2.82188189713741	6	-6.00843063889852	nouns	6	4.86	7
ventana	window	23.453751677626	-9.54452982465395	202	-1.72254786477754	nouns	7	4.86	7.03211009174312
verde	green	30.4971412438379	-19.3292325159672	317	-1.07395670576783	adjectives	5	4.07	5.24940047961631
vestido	dress (object)	26.037595317698	33.1212987725469	153	-2.50187274157854	nouns	7	4.93	7.76
viejo	old	32.9674845483028	11.5995018764678	48	-4.11131065401264	adjectives	5	2.72	9.75
ya	already	15.8457653939892	83.5946353638033	2253	1.95676765171365	function_words	2	1.64	6.24962371193701
yo	i	20.0608607250258	47.1631052151135	1949	1.68656914402268	function_words	2	4.16755555555556	7.74590412621359
zapato	shoe	13.4096492687761	1.78018617644958	81	-3.06399165973208	nouns	6	4.97	6.40350877192982
